Address,Price,Links,Dates,Details,City
"15935 E Radcliff Place Unit B, Aurora, CO 80015","$405,000 ",https://www.zillow.com/homedetails/15935-E-Radcliff-Pl-APT-B-Aurora-CO-80015/13106107_zpid/,23 days on Zillow From 2023-08-25,"3 bds1 ba1,092 sqft",Aurora
"19448 E Utah Place, Aurora, CO 80017","$460,000 ",https://www.zillow.com/homedetails/19448-E-Utah-Pl-Aurora-CO-80017/13076141_zpid/,3D Tour From 2023-08-25,"4 bds2 ba1,923 sqft",Aurora
"4666 S Buckley Way, Aurora, CO 80015","$439,000 ",https://www.zillow.com/homedetails/4666-S-Buckley-Way-Aurora-CO-80015/13107060_zpid/,23 days on Zillow From 2023-08-25,"3 bds2 ba1,621 sqft",Aurora
"1125 Moline Street, Aurora, CO 80010","$464,900 ",https://www.zillow.com/homedetails/1125-Moline-St-Aurora-CO-80010/13033919_zpid/,"Price cut: $5,000 (Aug 17) From 2023-08-25","3 bds2 ba1,419 sqft",Aurora
"6324 N Lisbon Street, Aurora, CO 80019","$649,900 ",https://www.zillow.com/homedetails/6324-N-Lisbon-St-Aurora-CO-80011/2056168144_zpid/,Open: M: 1:00 PM-5:00 P... From 2023-08-25,"3 bds3 ba2,955 sqft",Aurora
"19152 E Hampden Drive, Aurora, CO 80013","$600,000 ",https://www.zillow.com/homedetails/19152-E-Hampden-Dr-Aurora-CO-80013/13093267_zpid/,3D Tour From 2023-08-25,"4 bds4 ba2,758 sqft",Aurora
"6074 N Perth Street, Aurora, CO 80019","$675,000 ",https://www.zillow.com/homedetails/6074-N-Perth-St-Aurora-CO-80019/313208549_zpid/,23 days on Zillow From 2023-08-25,"4 bds4 ba2,564 sqft",Aurora
"13344 E Asbury Drive, Aurora, CO 80014","$399,000 ",https://www.zillow.com/homedetails/13344-E-Asbury-Dr-Aurora-CO-80014/13050238_zpid/,23 days on Zillow From 2023-08-25,"2 bds2 ba1,392 sqft",Aurora
"Rocky Mountain - with Basement Plan, The Aurora Highlands Landmark Collection","$497,730+",https://www.zillow.com/community/aurora-highlands-landmark-collection/2056173959_zpid/,Open: Mon:10AM-6PM;Tue:... From 2023-08-25,"2 bds2 ba1,537 sqft",Aurora
"Sand Dune - with Basement Plan, The Aurora Highlands Landmark Collection","$536,630+",https://www.zillow.com/community/aurora-highlands-landmark-collection/2056173960_zpid/,Open: Mon:10AM-6PM;Tue:... From 2023-08-25,"2 bds2 ba1,775 sqft",Aurora
"10752 E Exposition Avenue Unit 332, Aurora, CO 80012","$155,000 ",https://www.zillow.com/homedetails/10752-E-Exposition-Ave-APT-332-Aurora-CO-80012/13043570_zpid/,23 days on Zillow From 2023-08-25,2 bds1 ba761 sqft,Aurora
"11701 E Adriatic Place, Aurora, CO 80014","$575,000 ",https://www.zillow.com/homedetails/11701-E-Adriatic-Pl-Aurora-CO-80014/13053004_zpid/,23 days on Zillow From 2023-08-25,"4 bds3 ba2,766 sqft",Aurora
"4756 S Netherland Street, Centennial, CO 80015","$850,000 ",https://www.zillow.com/homedetails/4756-S-Netherland-St-Centennial-CO-80015/99644424_zpid/,23 days on Zillow From 2023-08-25,"4 bds3 ba3,924 sqft",Aurora
"972 S Nome Street, Aurora, CO 80012","$539,900 ",https://www.zillow.com/homedetails/972-S-Nome-St-Aurora-CO-80012/13044200_zpid/,23 days on Zillow From 2023-08-25,"4 bds2 ba2,067 sqft",Aurora
"82 S Trussville Street, Aurora, CO 80018","$446,950 ",https://www.zillow.com/homedetails/82-S-Trussville-St-Aurora-CO-80018/2056195183_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds3 ba1,475 sqft",Aurora
"104 S Uriah Street, Aurora, CO 80018","$577,950 ",https://www.zillow.com/homedetails/104-S-Uriah-St-Aurora-CO-80016/2056195184_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds2 ba1,889 sqft",Aurora
"3888 N Grand Baker Street, Aurora, CO 80019","$763,950 ",https://www.zillow.com/homedetails/3888-N-Grand-Baker-St-Aurora-CO-80019/2056199655_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds4 ba4,206 sqft",Aurora
"16045 E Ithaca Place Unit D, Aurora, CO 80013","$350,000 ",https://www.zillow.com/homedetails/16045-E-Ithaca-Pl-APT-D-Aurora-CO-80013/13097814_zpid/,24 days on Zillow From 2023-08-25,"2 bds2 ba1,186 sqft",Aurora
"21618 E 61st Drive, Aurora, CO 80019","$650,000 ",https://www.zillow.com/homedetails/21618-E-61st-Dr-Aurora-CO-80019/313208746_zpid/,24 days on Zillow From 2023-08-25,"3 bds3 ba3,440 sqft",Aurora
"21031 E 60th Avenue, Aurora, CO 80019","$435,000 ",https://www.zillow.com/homedetails/21031-E-60th-Ave-Aurora-CO-80019/332839346_zpid/,24 days on Zillow From 2023-08-25,"3 bds3 ba1,428 sqft",Aurora
"761 S De Gaulle Court, Aurora, CO 80018","$725,000 ",https://www.zillow.com/homedetails/761-S-De-Gaulle-St-Aurora-CO-80016/338358147_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-25,"4 bds4 ba3,893 sqft",Aurora
"791 S De Gaulle Court, Aurora, CO 80018","$635,000 ",https://www.zillow.com/homedetails/791-S-De-Gaulle-St-Aurora-CO-80016/338358306_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-25,"3 bds2 ba3,802 sqft",Aurora
"3860 N Gold Bug Street, Aurora, CO 80019","$577,950 ",https://www.zillow.com/homedetails/3860-N-Gold-Bug-St-Aurora-CO-80019/2056204135_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds2 ba1,747 sqft",Aurora
"21000 E Quincy Drive, Aurora, CO 80015","$602,950 ",https://www.zillow.com/homedetails/21000-E-Quincy-Dr-Aurora-CO-80015/319930750_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds4 ba1,720 sqft",Aurora
"7428 S Catawba Way, Aurora, CO 80016","$679,900 ",https://www.zillow.com/homedetails/7428-S-Catawba-Way-Aurora-CO-80016/58886100_zpid/,"Price cut: $20,000 (Aug 16) From 2023-08-25","4 bds3 ba3,436 sqft",Aurora
"1253 S Kingston Court Unit 11, Aurora, CO 80012","$587,900 ",https://www.zillow.com/homedetails/1253-S-Kingston-Ct-11-Aurora-CO-80012/2056212707_zpid/,Open: Sun. 11am-4pm From 2023-08-25,"3 bds3 ba1,848 sqft",Aurora
"17473 E Mansfield Avenue Unit 111wl, Aurora, CO 80013","$249,900 ",https://www.zillow.com/homedetails/17473-E-Mansfield-Ave-APT-111WL-Aurora-CO-80013/13096681_zpid/,17 days on Zillow From 2023-08-25,1 bd1 ba800 sqft,Aurora
"1370 Salem Street, Aurora, CO 80011","$425,000 ",https://www.zillow.com/homedetails/1370-Salem-St-Aurora-CO-80011/13032234_zpid/,18 days on Zillow From 2023-08-25,"4 bds2 ba2,184 sqft",Aurora
"13992 E Marina Drive Unit 208, Aurora, CO 80014","$200,000 ",https://www.zillow.com/homedetails/13992-E-Marina-Dr-APT-208-Aurora-CO-80014/13082751_zpid/,18 days on Zillow From 2023-08-25,1 bd1 ba784 sqft,Aurora
"Iris ; Residence 40214 Plan, The Outlook at Southshore","$699,990+",https://www.zillow.com/community/outlook-at-southshore/2063415427_zpid/,Open: Mon 10 - 6 Tue 10... From 2023-08-25,"4 bds4 ba2,786 sqft",Aurora
"17266 E Ford Drive, Aurora, CO 80017","$229,900 ",https://www.zillow.com/homedetails/17266-E-Ford-Dr-Aurora-CO-80017/13063684_zpid/,Video Walkthrough From 2023-08-25,1 bd1 ba648 sqft,Aurora
"4745 S Salida Street, Aurora, CO 80015","$400,000 ",https://www.zillow.com/homedetails/4745-S-Salida-St-Aurora-CO-80015/13107894_zpid/,19 days on Zillow From 2023-08-25,3 bds1 ba924 sqft,Aurora
"14000 E Linvale Place Unit 611, Aurora, CO 80014","$419,900 ",https://www.zillow.com/homedetails/14000-E-Linvale-Pl-APT-611-Aurora-CO-80014/13082187_zpid/,"Price cut: $8,000 (Aug 11) From 2023-08-25","3 bds2 ba1,400 sqft",Aurora
"Brownstone Plan, The Aurora Highlands","$522,990+",https://www.zillow.com/community/aurora-highlands/2066580185_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-25,"3 bds2 ba1,809 sqft",Aurora
"2514 S Toledo Way, Aurora, CO 80014","$470,000 ",https://www.zillow.com/homedetails/2514-S-Toledo-Way-Aurora-CO-80014/13051707_zpid/,20 days on Zillow From 2023-08-25,"2 bds3 ba2,202 sqft",Aurora
"18879 E 16th Place, Aurora, CO 80011","$465,000 ",https://www.zillow.com/homedetails/18879-E-16th-Pl-Aurora-CO-80011/13013028_zpid/,3D Tour From 2023-08-25,"3 bds3 ba2,480 sqft",Aurora
"Coronado Plan, Landmark at Mead at Southshore","$791,950+",https://www.zillow.com/community/landmark-at-mead-at-southshore/2069179984_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds3 ba2,750 sqft",Aurora
"23445 E Platte Drive Unit E, Aurora, CO 80016","$335,000 ",https://www.zillow.com/homedetails/23445-E-Platte-Dr-Aurora-CO-80016/2067129590_zpid/,20 days on Zillow From 2023-08-25,2 bds1 ba862 sqft,Aurora
"16029 E Radcliff Place Unit B, Aurora, CO 80015","$350,000 ",https://www.zillow.com/homedetails/16029-E-Radcliff-Pl-APT-B-Aurora-CO-80015/13106089_zpid/,3D Tour From 2023-08-25,2 bds1 ba900 sqft,Aurora
"4122 S Andes Way, Aurora, CO 80013","$528,000 ",https://www.zillow.com/homedetails/4122-S-Andes-Way-Aurora-CO-80013/13094272_zpid/,20 days on Zillow From 2023-08-25,"3 bds3 ba2,030 sqft",Aurora
"18528 E Kansas Place, Aurora, CO 80017","$505,000 ",https://www.zillow.com/homedetails/18528-E-Kansas-Pl-Aurora-CO-80017/13074898_zpid/,20 days on Zillow From 2023-08-25,"4 bds2 ba1,823 sqft",Aurora
"15464 E Bails Drive, Aurora, CO 80017","$539,900 ",https://www.zillow.com/homedetails/15464-E-Bails-Dr-Aurora-CO-80017/2067581028_zpid/,Open: Sat. 10am-4pm From 2023-08-25,"3 bds3 ba1,749 sqft",Aurora
"15460 E Bails Drive, Aurora, CO 80017","$494,900 ",https://www.zillow.com/homedetails/15460-E-Bails-Dr-Aurora-CO-80017/2061204514_zpid/,Open: Sat. 10am-4pm From 2023-08-25,"2 bds2 ba1,164 sqft",Aurora
"2531 S Oakland Street, Aurora, CO 80014","$739,000 ",https://www.zillow.com/homedetails/2531-S-Oakland-St-Aurora-CO-80014/13054155_zpid/,3D Tour From 2023-08-25,"5 bds4 ba3,293 sqft",Aurora
"1828 S Hannibal Street, Aurora, CO 80017","$524,900 ",https://www.zillow.com/homedetails/1828-S-Hannibal-St-Aurora-CO-80017/2056121714_zpid/,Open: Sat. 10am-4pm From 2023-08-25,"3 bds3 ba1,586 sqft",Aurora
"15934 E Linvale Avenue, Aurora, CO 80013","$459,900 ",https://www.zillow.com/homedetails/15934-E-Linvale-Ave-Aurora-CO-80013/13084737_zpid/,"Price cut: $5,000 (Aug 25) From 2023-08-25","3 bds2 ba1,296 sqft",Aurora
"25462 E 5th Place, Aurora, CO 80018","$649,000 ",https://www.zillow.com/homedetails/25462-E-5th-Pl-Aurora-CO-80018/99666508_zpid/,20 days on Zillow From 2023-08-25,"5 bds4 ba3,771 sqft",Aurora
"1832 S Hannibal Street, Aurora, CO 80017","$499,900 ",https://www.zillow.com/homedetails/1832-S-Hannibal-St-Aurora-CO-80017/2056121889_zpid/,Open: Sat. 10am-4pm From 2023-08-25,"2 bds2 ba1,149 sqft",Aurora
"14701 E Tennessee Drive Unit 138, Aurora, CO 80012","$194,900 ",https://www.zillow.com/homedetails/14701-E-Tennessee-Dr-APT-138-Aurora-CO-80012/13066556_zpid/,20 days on Zillow From 2023-08-25,1 bd1 ba664 sqft,Aurora
"17911 E Brown Place, Aurora, CO 80013","$510,000 ",https://www.zillow.com/homedetails/17911-E-Brown-Pl-Aurora-CO-80013/13086088_zpid/,"Price cut: $15,000 (Aug 23) From 2023-08-25","4 bds3 ba1,980 sqft",Aurora
"3450 S Espana Court, Aurora, CO 80013","$670,000 ",https://www.zillow.com/homedetails/3450-S-Espana-Ct-Aurora-CO-80013/13089793_zpid/,21 days on Zillow From 2023-08-25,"4 bds4 ba3,133 sqft",Aurora
"12536 E Cornell Avenue Unit 104, Aurora, CO 80014","$249,973 ",https://www.zillow.com/homedetails/12536-E-Cornell-Ave-APT-104-Aurora-CO-80014/13059771_zpid/,3D Tour From 2023-08-25,1 bd1 ba786 sqft,Aurora
"181 N Elk Court, Aurora, CO 80018","$659,000 ",https://www.zillow.com/homedetails/181-N-Elk-Ct-Aurora-CO-80018/87625187_zpid/,21 days on Zillow From 2023-08-25,"3 bds3 ba3,146 sqft",Aurora
"The Orchard Plan, Painted Prairie","$442,990+",https://www.zillow.com/community/painted-prairie/2056135248_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds3 ba1,682 sqft",Aurora
"101 S Vandriver Way, Aurora, CO 80018","$529,900 ",https://www.zillow.com/homedetails/101-S-Vandriver-Way-Aurora-CO-80016/2063217041_zpid/,3D Tour From 2023-08-25,"3 bds2 ba1,894 sqft",Aurora
"1506 S Eagle Street, Aurora, CO 80012","$525,000 ",https://www.zillow.com/homedetails/1506-S-Eagle-St-Aurora-CO-80012/13069592_zpid/,Open: Sat. 10am-1pm From 2023-08-25,"3 bds4 ba2,586 sqft",Aurora
"10782 E Exposition Avenue Unit 147, Aurora, CO 80012","$159,900 ",https://www.zillow.com/homedetails/10782-E-Exposition-Ave-APT-147-Aurora-CO-80012/13043604_zpid/,21 days on Zillow From 2023-08-25,2 bds1 ba761 sqft,Aurora
"4174 S Ireland Court, Aurora, CO 80013","$435,000 ",https://www.zillow.com/homedetails/4174-S-Ireland-Ct-Aurora-CO-80013/13092185_zpid/,21 days on Zillow From 2023-08-25,"4 bds2 ba2,108 sqft",Aurora
"21321 E 60th Ave, Aurora, CO 80019","$495,000 ",https://www.zillow.com/homedetails/21321-E-60th-Ave-Aurora-CO-80019/313208531_zpid/,21 days on Zillow From 2023-08-25,"3 bds3 ba1,671 sqft",Aurora
"13961 E Marina Drive Unit 310, Aurora, CO 80014","$417,000 ",https://www.zillow.com/homedetails/13961-E-Marina-Dr-APT-310-Aurora-CO-80014/13083306_zpid/,"Price cut: $8,000 (Aug 24) From 2023-08-25","2 bds2 ba1,560 sqft",Aurora
"14076 E Stanford Circle Unit G05, Aurora, CO 80015","$275,000 ",https://www.zillow.com/homedetails/14076-E-Stanford-Cir-APT-G05-Aurora-CO-80015/13103342_zpid/,21 days on Zillow From 2023-08-25,1 bd1 ba792 sqft,Aurora
"23703 E Ida Place Unit A, Aurora, CO 80016","$430,000 ",https://www.zillow.com/homedetails/23703-E-Ida-Pl-A-Aurora-CO-80016/2061455900_zpid/,21 days on Zillow From 2023-08-25,"2 bds3 ba1,319 sqft",Aurora
"1977 S Oakland Way, Aurora, CO 80014","$339,900 ",https://www.zillow.com/homedetails/1977-S-Oakland-Way-Aurora-CO-80014/13052716_zpid/,22 days on Zillow From 2023-08-25,"2 bds2 ba1,500 sqft",Aurora
"3146 Xanadu Street, Aurora, CO 80011","$457,500 ",https://www.zillow.com/homedetails/3146-Xanadu-St-Aurora-CO-80011/13018386_zpid/,"Price cut: $7,500 (Aug 23) From 2023-08-25","4 bds2 ba2,352 sqft",Aurora
"4230 S Andes Way, Aurora, CO 80013","$535,000 ",https://www.zillow.com/homedetails/4230-S-Andes-Way-Aurora-CO-80013/13094404_zpid/,22 days on Zillow From 2023-08-25,"3 bds3 ba1,898 sqft",Aurora
"12532 E Exposition Avenue, Aurora, CO 80012","$515,000 ",https://www.zillow.com/homedetails/12532-E-Exposition-Ave-Aurora-CO-80012/13041644_zpid/,"Price cut: $15,000 (Aug 21) From 2023-08-25","4 bds4 ba2,806 sqft",Aurora
"1753 S Nucla Street, Aurora, CO 80017","$545,000 ",https://www.zillow.com/homedetails/1753-S-Nucla-St-Aurora-CO-80017/13071843_zpid/,3D Tour From 2023-08-25,"4 bds2 ba1,999 sqft",Aurora
"1755 S Newark Court, Aurora, CO 80012","$625,000 ",https://www.zillow.com/homedetails/1755-S-Newark-Ct-Aurora-CO-80012/13048378_zpid/,34 days on Zillow From 2023-08-25,"4 bds4 ba3,135 sqft",Aurora
"1482 N Boston Street, Aurora, CO 80010","$465,000 ",https://www.zillow.com/homedetails/1482-Boston-St-Aurora-CO-80010/13036140_zpid/,34 days on Zillow From 2023-08-25,"4 bds2 ba2,184 sqft",Aurora
"22204 E Frost Place, Aurora, CO 80016","$760,000 ",https://www.zillow.com/homedetails/22204-E-Frost-Pl-Aurora-CO-80016/13122773_zpid/,35 days on Zillow From 2023-08-25,"5 bds4 ba3,651 sqft",Aurora
"14670 E 25th Avenue, Aurora, CO 80011","$500,000 ",https://www.zillow.com/homedetails/14670-E-25th-Ave-Aurora-CO-80011/13011381_zpid/,"Price cut: $30,000 (Aug 23) From 2023-08-25","5 bds3 ba2,240 sqft",Aurora
"7562 S Sicily Way, Aurora, CO 80016","$505,000 ",https://www.zillow.com/homedetails/7562-S-Sicily-Way-Aurora-CO-80016/58885100_zpid/,35 days on Zillow From 2023-08-25,"3 bds3 ba2,591 sqft",Aurora
"5724 S Bahama Circle W, Aurora, CO 80015","$709,900 ",https://www.zillow.com/homedetails/5724-S-Bahama-Cir-W-Aurora-CO-80015/13115452_zpid/,Open: Sat. 1-3pm From 2023-08-25,"6 bds4 ba2,667 sqft",Aurora
"5962 S Tempe Way, Centennial, CO 80015","$705,000 ",https://www.zillow.com/homedetails/5962-S-Tempe-Way-Centennial-CO-80015/13122126_zpid/,Open: Sun. 12-2pm From 2023-08-25,"4 bds4 ba3,009 sqft",Aurora
"Westport Plan, The Aurora Highlands","$720,990+",https://www.zillow.com/community/aurora-highlands/2066580189_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-25,"4 bds3 ba3,308 sqft",Aurora
"20324 E Vassar Avenue, Aurora, CO 80013","$545,000 ",https://www.zillow.com/homedetails/20324-E-Vassar-Ave-Aurora-CO-80013/68046765_zpid/,35 days on Zillow From 2023-08-25,"3 bds3 ba2,038 sqft",Aurora
"3828 N Grand Baker Street, Aurora, CO 80019","$774,950 ",https://www.zillow.com/homedetails/3828-N-Grand-Baker-St-Aurora-CO-80019/2056358011_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds4 ba4,206 sqft",Aurora
"2578 S Vaughn Way Unit A, Aurora, CO 80014","$450,000 ",https://www.zillow.com/homedetails/2578-S-Vaughn-Way-APT-A-Aurora-CO-80014/13052076_zpid/,35 days on Zillow From 2023-08-25,"4 bds4 ba2,418 sqft",Aurora
"7317 S White Crow Way, Aurora, CO 80016","$839,950 ",https://www.zillow.com/homedetails/7317-S-White-Crow-Way-Aurora-CO-80016/338355900_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"5 bds5 ba4,181 sqft",Aurora
"7820 S Blackstone Parkway, Aurora, CO 80016","$1,030,000 ",https://www.zillow.com/homedetails/7820-S-Blackstone-Pkwy-Aurora-CO-80016/99644277_zpid/,Open: Sun. 12-2pm From 2023-08-25,"5 bds5 ba5,021 sqft",Aurora
"15298 E Cedar Place, Aurora, CO 80012","$460,000 ",https://www.zillow.com/homedetails/15298-E-Cedar-Pl-Aurora-CO-80012/58889110_zpid/,"Price cut: $12,000 (Aug 22) From 2023-08-25","3 bds2 ba1,306 sqft",Aurora
"14341 E Tennessee Avenue Unit 104, Aurora, CO 80012","$344,900 ",https://www.zillow.com/homedetails/14341-E-Tennessee-Ave-UNIT-104-Aurora-CO-80012/333901566_zpid/,"Price cut: $15,100 (Aug 10) From 2023-08-25","2 bds2 ba1,046 sqft",Aurora
"14331 E Tennessee Avenue Unit 101, Aurora, CO 80012","$349,900 ",https://www.zillow.com/homedetails/14331-E-Tennessee-Ave-UNIT-101-Aurora-CO-80012/333901671_zpid/,"Price cut: $15,100 (Aug 10) From 2023-08-25","2 bds2 ba1,104 sqft",Aurora
"18501 E Colfax Avenue, Aurora, CO 80011","$1,350,000 ",https://www.zillow.com/homedetails/18501-E-Colfax-Ave-Aurora-CO-80011/187598013_zpid/,36 days on Zillow From 2023-08-25,1.08 acres lot,Aurora
"5009 S Biloxi Way, Aurora, CO 80016","$679,000 ",https://www.zillow.com/homedetails/5009-S-Biloxi-Way-Aurora-CO-80016/68049815_zpid/,"Price cut: $6,000 (Aug 19) From 2023-08-25","4 bds3 ba3,934 sqft",Aurora
"8771 S Wenatchee Court, Aurora, CO 80016","$999,000 ",https://www.zillow.com/homedetails/8771-S-Wenatchee-Ct-Aurora-CO-80016/249982994_zpid/,Open: Sat. 12:30-2:30pm From 2023-08-25,"3 bds4 ba5,051 sqft",Aurora
"19101 E Milan Circle, Aurora, CO 80013","$444,000 ",https://www.zillow.com/homedetails/19101-E-Milan-Cir-Aurora-CO-80013/13093821_zpid/,"Price cut: $5,000 (Aug 22) From 2023-08-25","3 bds2 ba1,716 sqft",Aurora
"24756 E Calhoun Place Unit B, Aurora, CO 80016","$525,000 ",https://www.zillow.com/homedetails/24756-E-Calhoun-Pl-B-Aurora-CO-80016/333901779_zpid/,3D Tour From 2023-08-25,"3 bds3 ba1,672 sqft",Aurora
"5856 S Danube Circle, Aurora, CO 80015","$679,900 ",https://www.zillow.com/homedetails/5856-S-Danube-Cir-Aurora-CO-80015/13115377_zpid/,"Price cut: $25,100 (Aug 1) From 2023-08-25","6 bds4 ba3,894 sqft",Aurora
"23970 E 34th Avenue, Aurora, CO 80019","$475,450 ",https://www.zillow.com/homedetails/23970-E-34th-Dr-Aurora-CO-80011/2056377784_zpid/,Open: Mon:10AM-6PM;Tue:... From 2023-08-25,"3 bds3 ba1,606 sqft",Aurora
"22870 E Briarwood Place, Aurora, CO 80016","$495,000 ",https://www.zillow.com/homedetails/22870-E-Briarwood-Pl-Aurora-CO-80016/99659486_zpid/,"Price cut: $5,000 (Aug 12) From 2023-08-25","3 bds3 ba2,250 sqft",Aurora
"20513 E Girard Drive, Aurora, CO 80013","$675,000 ",https://www.zillow.com/homedetails/20513-E-Girard-Dr-Aurora-CO-80013/67446002_zpid/,"Price cut: $4,900 (Aug 3) From 2023-08-25","5 bds3 ba3,136 sqft",Aurora
"2052 Havana Street, Aurora, CO 80010","$389,000 ",https://www.zillow.com/homedetails/2052-Havana-St-Aurora-CO-80010/13020847_zpid/,"Price cut: $7,000 (Aug 17) From 2023-08-25",2 bds1 ba714 sqft,Aurora
"21012 E Quincy Drive, Aurora, CO 80015","$622,950 ",https://www.zillow.com/homedetails/21012-E-Quincy-Dr-Aurora-CO-80015/319930752_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"2 bds3 ba1,802 sqft",Aurora
"5143 S Fraser Street, Aurora, CO 80015","$725,000 ",https://www.zillow.com/homedetails/5143-S-Fraser-St-Aurora-CO-80015/13120043_zpid/,"Price cut: $25,000 (Aug 8) From 2023-08-25","4 bds3 ba3,489 sqft",Aurora
"1132 Lima Street, Aurora, CO 80010","$480,000 ",https://www.zillow.com/homedetails/1132-Lima-St-Aurora-CO-80010/13033933_zpid/,37 days on Zillow From 2023-08-25,"4 bds2 ba1,798 sqft",Aurora
"22066 E Ridge Trail Circle, Aurora, CO 80016","$1,190,000 ",https://www.zillow.com/homedetails/22066-E-Ridge-Trail-Cir-Aurora-CO-80016/13122274_zpid/,"Price cut: $50,000 (Aug 9) From 2023-08-25","7 bds7 ba6,961 sqft",Aurora
"3968 N Buchanan, Aurora, CO 80019","$754,990 ",https://www.zillow.com/homedetails/3968-N-Buchanan-Way-Aurora-CO-80018/2061936929_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-25,"5 bds4 ba4,072 sqft",Aurora
"21400 E 11th Avenue, Aurora, CO 80018","$900,000 ",https://www.zillow.com/homedetails/21400-E-11th-Ave-Aurora-CO-80018/99615156_zpid/,37 days on Zillow From 2023-08-25,"4 bds2 ba1,900 sqft",Aurora
"4146 N Rome Court, Aurora, CO 80019","$599,000 ",https://www.zillow.com/homedetails/4146-N-Rome-St-Aurora-CO-80019/337810145_zpid/,Open: Monday 2:00pm-6:0... From 2023-08-25,"4 bds4 ba2,202 sqft",Aurora
"980 S Granby Way, Aurora, CO 80012","$409,900 ",https://www.zillow.com/homedetails/980-S-Granby-Way-Aurora-CO-80012/13066989_zpid/,3D Tour From 2023-08-25,"2 bds3 ba2,191 sqft",Aurora
"12054 E 25th Avenue, Aurora, CO 80010","$259,900 ",https://www.zillow.com/homedetails/12054-E-25th-Ave-Aurora-CO-80010/13020503_zpid/,38 days on Zillow From 2023-08-25,"3 bds2 ba1,467 sqft",Aurora
"18857 E Linvale Place, Aurora, CO 80013","$595,000 ",https://www.zillow.com/homedetails/18857-E-Linvale-Pl-Aurora-CO-80013/13088789_zpid/,3D Tour From 2023-08-25,"5 bds4 ba2,866 sqft",Aurora
